1,0,0,1883,1883,1.893
2,0,0,4404,4404,2.907
3,0,0,304,304,1.316
4,0,0,5108,5108,2.73
5,0,0,573,573,1.561
6,0,0,6879,6879,5.093
7,0,0,1389,1389,1.61
8,0,0,704,704,1.05
9,0,0,1991,1991,2.014
10,0,0,2044,2044,2.231
11,0,0,602,602,1.454
12,0,0,950,950,1.678
13,0,0,5497,5497,3.284
14,0,0,943,943,1.525
15,0,0,1195,1195,1.584
16,0,0,3015,3015,2.505
17,0,0,2875,2875,2.398
18,0,0,8138,8138,4.219
19,0,0,3938,3938,2.556
